date_mutation,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,code_postal,nom_commune,code_departement,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2020-07-28,Vente,158000,14,B,AV DE LA REVOLUTION FRANCAISE,94210,Saint-Maur-des-Fossés,94,14,,26,35.93,27,,,,,3,2,Appartement,31,2,,,,,,2.503282,48.796374
2020-07-30,Vente,780000,3,,RUE LEON BOCQUET,94100,Saint-Maur-des-Fossés,94,12,110.57,13,,19,,25,,27,6,2,Appartement,108,5,,,,,,2.48644,48.801487
2020-07-30,Vente,780000,3,,RUE LEON BOCQUET,94100,Saint-Maur-des-Fossés,94,40,,,,,,,,,1,3,Dépendance,,0,,,,,,2.48644,48.801487
2020-07-30,Vente,780000,3,,RUE LEON BOCQUET,94100,Saint-Maur-des-Fossés,94,53,,,,,,,,,1,,,,,S,sols,,,1,2.48644,48.801487
2020-07-29,Vente,185000,47,,AV DE BONNEUIL,94210,Saint-Maur-des-Fossés,94,30,,37,34.05,,,,,,2,2,Appartement,33,1,,,,,,2.503139,48.790273
2020-07-29,Vente,185000,47,,AV DE BONNEUIL,94210,Saint-Maur-des-Fossés,94,8,,,,,,,,,1,3,Dépendance,,0,,,,,,2.503139,48.790273
2020-07-31,Vente,165000,35,,RUE FELIX MATHIEU,94100,Saint-Maur-des-Fossés,94,106,,122,29.45,,,,,,2,2,Appartement,29,1,,,,,,2.466194,48.80651
2020-07-29,Vente,195000,40,,AV GUYNEMER,94100,Saint-Maur-des-Fossés,94,137,49.97,162,,,,,,,2,2,Appartement,54,2,,,,,,2.483641,48.786885
2020-07-29,Vente,195000,40,,AV GUYNEMER,94100,Saint-Maur-des-Fossés,94,207,,,,,,,,,1,3,Dépendance,,0,,,,,,2.483641,48.786885
2020-07-09,Vente,600000,6,,RUE MARGUERITE,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,100,4,S,sols,,,248,2.512496,48.808309
2020-07-31,Vente,650000,8,B,PAS HENRIETTE,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,103,4,S,sols,,,263,2.477985,48.795605
2020-07-07,Vente,1100000,14,,AV JEAN JAURES,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,105,6,S,sols,,,83,,
2020-07-07,Vente,1100000,14,,AV JEAN JAURES,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,105,6,J,jardins,POTAG,Jardin potager,845,,
2020-07-13,Vente,367100,2,B,RUE DE NEUVILLE,94210,Saint-Maur-des-Fossés,94,13,58.68,2,,8,,,,,3,2,Appartement,56,3,,,,,,2.508578,48.803738
2020-07-22,Vente,215000,8,,RUE ARAGO,94210,Saint-Maur-des-Fossés,94,3,39,,,,,,,,1,2,Appartement,39,2,,,,,,2.509808,48.790654
2020-07-22,Vente,215000,8,,RUE ARAGO,94210,Saint-Maur-des-Fossés,94,13,,,,,,,,,1,2,Appartement,39,2,,,,,,2.509808,48.790654
2020-07-31,Vente en l'état futur d'achèvement,356062,81,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,24,,,,,,,,,1,,,,,,,,,,2.472673,48.800779
2020-07-31,Vente en l'état futur d'achèvement,356062,81,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,164,,,,,,,,,1,,,,,,,,,,2.472673,48.800779
2020-07-31,Vente,249000,7,,RUE DELERUE,94100,Saint-Maur-des-Fossés,94,62,,65,51.18,,,,,,2,2,Appartement,52,2,,,,,,2.485006,48.796158
2020-08-03,Vente,240000,23,,RUE DUSSAULT,94100,Saint-Maur-des-Fossés,94,24,42.99,25,,35,,,,,3,2,Appartement,42,2,,,,,,2.477607,48.800173
2020-07-31,Vente,110000,174,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,15,,,,,,,,,1,3,Dépendance,,0,,,,,,2.495381,48.797504
2020-07-31,Vente,110000,174,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,27,25.47,,,,,,,,1,4,Local industriel. commercial ou assimilé,22,0,,,,,,2.495381,48.797504
2020-07-31,Vente,573000,19,,AV RASPAIL,94100,Saint-Maur-des-Fossés,94,41,,,,,,,,,1,3,Dépendance,,0,,,,,,2.485838,48.786859
2020-07-31,Vente,573000,19,,AV RASPAIL,94100,Saint-Maur-des-Fossés,94,42,,,,,,,,,1,3,Dépendance,,0,,,,,,2.485838,48.786859
2020-07-31,Vente,573000,19,,AV RASPAIL,94100,Saint-Maur-des-Fossés,94,24,,6,83.57,,,,,,2,1,Maison,93,4,,,,,,2.485838,48.786859
2020-07-31,Vente,295000,47,,AV DE BONNEUIL,94210,Saint-Maur-des-Fossés,94,34,,36,60.31,,,,,,2,2,Appartement,61,3,,,,,,2.503139,48.790273
2020-07-31,Vente,295000,47,,AV DE BONNEUIL,94210,Saint-Maur-des-Fossés,94,6,,,,,,,,,1,3,Dépendance,,0,,,,,,2.503139,48.790273
2020-07-31,Vente,295000,47,,AV DE BONNEUIL,94210,Saint-Maur-des-Fossés,94,9,,,,,,,,,1,3,Dépendance,,0,,,,,,2.503139,48.790273
2020-08-03,Vente en l'état futur d'achèvement,515000,2,,PROM DES ANGLAIS,94210,Saint-Maur-des-Fossés,94,18,,5,,,,,,,2,2,Appartement,67,3,,,,,,2.520428,48.790779
2020-08-03,Vente en l'état futur d'achèvement,515000,2,,PROM DES ANGLAIS,94210,Saint-Maur-des-Fossés,94,48,,,,,,,,,1,3,Dépendance,,0,,,,,,2.520428,48.790779
2020-07-30,Vente en l'état futur d'achèvement,83000,82,,AV JOFFRE,94100,Saint-Maur-des-Fossés,94,11,10.52,2,,,,,,,2,2,Appartement,15,1,,,,,,2.50461,48.80389
2020-07-31,Vente,395000,32,,AV DU MAL LYAUTEY,94100,Saint-Maur-des-Fossés,94,86,,96,,,,,,,2,2,Appartement,102,5,,,,,,2.486239,48.790167
2020-07-31,Vente,395000,32,,AV DU MAL LYAUTEY,94100,Saint-Maur-des-Fossés,94,25,,,,,,,,,1,3,Dépendance,,0,,,,,,2.486239,48.790167
2020-07-22,Vente,210000,9,,AV AUGUSTE MARIN,94100,Saint-Maur-des-Fossés,94,114,,82,,,,,,,2,2,Appartement,38,2,,,,,,2.472552,48.810361
2020-07-30,Vente,242268,50,,BD DU GENERAL GIRAUD,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,41,3,S,sols,,,180,2.47647,48.795376
2020-08-03,Vente en l'état futur d'achèvement,152096,81,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,103,,,,,,,,,1,,,,,,,,,,2.472673,48.800779
2020-08-03,Vente en l'état futur d'achèvement,152096,81,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,14,,,,,,,,,1,,,,,,,,,,2.472673,48.800779
2020-08-03,Vente en l'état futur d'achèvement,169327.5,81,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,174,,,,,,,,,1,,,,,,,,,,2.472673,48.800779
2020-08-03,Vente en l'état futur d'achèvement,169327.5,81,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,31,,,,,,,,,1,,,,,,,,,,2.472673,48.800779
2020-07-31,Vente,357326,22,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,148,,,,,,,,,1,3,Dépendance,,0,,,,,,2.470467,48.807879
2020-07-31,Vente,357326,22,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,15,,248,71.97,,,,,,2,2,Appartement,78,4,,,,,,2.470467,48.807879
2020-07-23,Vente,400000,58,B,PROM DES ANGLAIS,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,2,Appartement,59,2,S,sols,,,87,2.51287,48.785975
2020-07-23,Vente,400000,58,B,PROM DES ANGLAIS,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,2,Appartement,21,1,S,sols,,,87,2.51287,48.785975
2020-07-23,Vente,400000,58,B,PROM DES ANGLAIS,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,2,Appartement,21,1,S,sols,,,87,2.51287,48.785975
2020-08-04,Vente en l'état futur d'achèvement,372767,81,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,71,,,,,,,,,1,,,,,,,,,,2.472673,48.800779
2020-08-04,Vente en l'état futur d'achèvement,372767,81,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,158,,,,,,,,,1,,,,,,,,,,2.472673,48.800779
2020-08-04,Vente en l'état futur d'achèvement,372767,81,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,159,,,,,,,,,1,,,,,,,,,,2.472673,48.800779
2020-08-04,Vente en l'état futur d'achèvement,372767,81,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,6,,,,,,,,,1,,,,,,,,,,2.472673,48.800779
2020-07-08,Vente,454000,186,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,441,,,,,,,,,1,3,Dépendance,,0,,,,,,2.497135,48.79704
2020-07-08,Vente,454000,186,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,471,,,,,,,,,1,3,Dépendance,,0,,,,,,2.497135,48.79704
2020-07-08,Vente,454000,186,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,182,103.97,,,,,,,,1,2,Appartement,105,5,,,,,,2.497135,48.79704
2020-07-08,Vente,454000,186,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,145,,,,,,,,,1,2,Appartement,105,5,,,,,,2.497135,48.79704
2020-08-04,Vente,226000,18,,AV DE LA TOURELLE,94100,Saint-Maur-des-Fossés,94,18,,8,38.19,,,,,,2,2,Appartement,38,2,,,,,,2.487121,48.806201
2020-08-04,Vente,226000,18,,AV DE LA TOURELLE,94100,Saint-Maur-des-Fossés,94,29,,,,,,,,,1,3,Dépendance,,0,,,,,,2.487121,48.806201
2020-08-06,Vente en l'état futur d'achèvement,696800,40,,BD DE CHAMPIGNY,94210,Saint-Maur-des-Fossés,94,49,,,,,,,,,1,,,,,,,,,,2.506343,48.80117
2020-08-06,Vente en l'état futur d'achèvement,696800,40,,BD DE CHAMPIGNY,94210,Saint-Maur-des-Fossés,94,131,,,,,,,,,1,3,Dépendance,,0,,,,,,2.506343,48.80117
2020-08-06,Vente en l'état futur d'achèvement,696800,40,,BD DE CHAMPIGNY,94210,Saint-Maur-des-Fossés,94,132,,,,,,,,,1,3,Dépendance,,0,,,,,,2.506343,48.80117
2020-08-06,Vente en l'état futur d'achèvement,696800,40,,BD DE CHAMPIGNY,94210,Saint-Maur-des-Fossés,94,4,,,,,,,,,1,2,Appartement,98,4,,,,,,2.506343,48.80117
2020-08-06,Vente en l'état futur d'achèvement,696800,40,,BD DE CHAMPIGNY,94210,Saint-Maur-des-Fossés,94,4,,,,,,,,,1,3,Dépendance,,0,,,,,,2.506343,48.80117
2020-07-27,Vente,7000,186,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,441,,,,,,,,,1,3,Dépendance,,0,,,,,,2.497135,48.79704
2020-08-06,Vente,1660900,7,,RUE ROSALIE,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,247,9,S,sols,,,770,2.507186,48.809459
2020-08-06,Vente,1660900,3,T,RUE GREVIN,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,,,,,S,sols,,,508,2.506848,48.809414
2020-07-21,Vente,162000,15,,RUE DES REMISES,94100,Saint-Maur-des-Fossés,94,12,38.13,3,,,,,,,2,2,Appartement,39,3,,,,,,2.473677,48.806283
2020-08-07,Vente,314430,21,,AV THIERS,94210,Saint-Maur-des-Fossés,94,5,33.09,,,,,,,,1,2,Appartement,34,2,,,,,,2.516577,48.804704
2020-08-07,Vente,314430,21,,AV THIERS,94210,Saint-Maur-des-Fossés,94,13,,,,,,,,,1,3,Dépendance,,0,,,,,,2.516577,48.804704
2020-08-10,Vente,330000,13,,RUE EUGENE PELLETAN,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,71,3,S,sols,,,63,2.475619,48.79518
2020-07-31,Vente,345100,1,,PAS MONNIOT,94210,Saint-Maur-des-Fossés,94,2,,26,48.61,,,,,,2,2,Appartement,48,2,,,,,,2.519353,48.790759
2020-07-31,Vente,345100,1,,PAS MONNIOT,94210,Saint-Maur-des-Fossés,94,42,,,,,,,,,1,3,Dépendance,,0,,,,,,2.519353,48.790759
2020-07-28,Vente,557500,5,,AV LEOPOLD SEDAR SENGHOR,94100,Saint-Maur-des-Fossés,94,134,82.22,224,,,,,,,2,2,Appartement,83,4,,,,,,2.48648,48.804548
2020-07-28,Vente,557500,3,B,AV LEOPOLD SEDAR SENGHOR,94100,Saint-Maur-des-Fossés,94,325,,,,,,,,,1,3,Dépendance,,0,,,,,,2.48648,48.804548
2020-07-31,Vente,445000,16,,BD DE BELLECHASSE,94100,Saint-Maur-des-Fossés,94,103,140.18,104,,205,,206,,,4,4,Local industriel. commercial ou assimilé,288,0,,,,,,2.482073,48.793163
2020-07-31,Vente en l'état futur d'achèvement,565000,84,,AV LOUIS BLANC,94210,Saint-Maur-des-Fossés,94,14,,,,,,,,,1,2,Appartement,101,4,,,,,,2.496369,48.791677
2020-07-31,Vente en l'état futur d'achèvement,565000,84,,AV LOUIS BLANC,94210,Saint-Maur-des-Fossés,94,49,,,,,,,,,1,3,Dépendance,,0,,,,,,2.496369,48.791677
2020-08-03,Vente,260000,10,,RUE DU PETIT BEAUBOURG,94100,Saint-Maur-des-Fossés,94,191,,55,50.76,,,,,,2,2,Appartement,51,3,,,,,,2.473618,48.813636
2020-07-20,Vente,200000,80,B,AV JEAN JAURES,94100,Saint-Maur-des-Fossés,94,2,56.53,,,,,,,,1,2,Appartement,75,2,,,,,,2.481673,48.788407
2020-08-12,Vente,98000,94,,AV VICTOR HUGO,94100,Saint-Maur-des-Fossés,94,27,15.89,42,,,,,,,2,4,Local industriel. commercial ou assimilé,17,0,,,,,,2.489227,48.802903
2020-07-24,Vente,1165000,52,,AV JOFFRE,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,130,5,J,jardins,POTAG,Jardin potager,622,2.500628,48.803095
2020-07-24,Vente,1165000,52,,AV JOFFRE,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,130,5,S,sols,,,443,2.500628,48.803095
2020-08-04,Vente,345000,5,,AV MICHELET,94210,Saint-Maur-des-Fossés,94,193,,,,,,,,,1,3,Dépendance,,0,,,,,,2.511604,48.793818
2020-08-04,Vente,345000,5,,AV MICHELET,94210,Saint-Maur-des-Fossés,94,106,,112,68.15,206,,207,,,4,2,Appartement,70,3,,,,,,2.511604,48.793818
2020-07-30,Vente,106000,7,,AV DE VERDUN,94210,Saint-Maur-des-Fossés,94,3,20.77,,,,,,,,1,2,Appartement,18,1,,,,,,2.511037,48.802944
2020-08-14,Vente,177000,1,,AV FRANCIS GARNIER,94210,Saint-Maur-des-Fossés,94,18,,23,19.62,,,,,,2,2,Appartement,20,2,,,,,,2.50997,48.794837
2020-08-14,Vente,155000,19,,AV MICHELET,94210,Saint-Maur-des-Fossés,94,4,19.2,58,,,,,,,2,2,Appartement,20,1,,,,,,2.510715,48.79259
2020-08-14,Vente,155000,19,,AV MICHELET,94210,Saint-Maur-des-Fossés,94,45,,,,,,,,,1,3,Dépendance,,0,,,,,,2.510715,48.79259
2020-08-13,Vente,230000,72,,AV DU BAC,94210,Saint-Maur-des-Fossés,94,14,77,15,,16,,26,,,4,4,Local industriel. commercial ou assimilé,82,0,,,,,,2.511627,48.794063
2020-08-14,Vente,10000,96,,AV FOCH,94100,Saint-Maur-des-Fossés,94,46,,,,,,,,,1,3,Dépendance,,0,,,,,,2.497346,48.799925
2020-08-07,Vente,630000,21,,AV AUGUSTE GROSS,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,,,S,sols,,,432,2.479121,48.812941
2020-08-07,Vente,630000,21,,AV AUGUSTE GROSS,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,160,7,S,sols,,,432,2.479121,48.812941
2020-07-30,Vente,183000,1,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,4,25.29,,,,,,,,1,2,Appartement,20,2,,,,,,2.471325,48.809491
2020-08-04,Vente,449500,145,,BD DE CHAMPIGNY,94210,Saint-Maur-des-Fossés,94,45,,,,,,,,,1,3,Dépendance,,0,,,,,,2.509312,48.809161
2020-08-04,Vente,449500,145,,BD DE CHAMPIGNY,94210,Saint-Maur-des-Fossés,94,38,92.15,,,,,,,,1,2,Appartement,91,3,,,,,,2.509312,48.809161
2020-08-04,Vente,234000,8,,RUE DU DAUPHINE,94100,Saint-Maur-des-Fossés,94,262,45.96,282,,,,,,,2,2,Appartement,44,2,,,,,,2.480207,48.811072
2020-08-20,Vente,134000,6,,RUE GEORGES CLEMENCEAU,94210,Saint-Maur-des-Fossés,94,19,,26,32.15,,,,,,2,2,Appartement,32,1,,,,,,2.517451,48.793119
2020-08-17,Vente,337000,52,,BD DES MURIERS,94210,Saint-Maur-des-Fossés,94,1,71.56,19,,,,,,,2,2,Appartement,75,4,,,,,,2.500395,48.788942
2020-08-17,Vente,337000,52,,BD DES MURIERS,94210,Saint-Maur-des-Fossés,94,201,,,,,,,,,1,3,Dépendance,,0,,,,,,2.500395,48.788942
2020-07-31,Vente,197400,83,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,51,21.58,,,,,,,,1,4,Local industriel. commercial ou assimilé,21,0,,,,,,2.472489,48.800438
2020-07-30,Vente,479050,4,B,AV RASPAIL,94100,Saint-Maur-des-Fossés,94,10,,9,,,,,,,2,2,Appartement,85,3,,,,,,2.484127,48.786232
2020-07-30,Vente,479050,4,B,AV RASPAIL,94100,Saint-Maur-des-Fossés,94,10,,,,,,,,,1,3,Dépendance,,0,,,,,,2.484127,48.786232
2020-07-28,Vente,443500,41,,RUE DES REMISES,94100,Saint-Maur-des-Fossés,94,45,,,,,,,,,1,3,Dépendance,,0,,,,,,2.472934,48.804582
2020-07-28,Vente,443500,41,,RUE DES REMISES,94100,Saint-Maur-des-Fossés,94,46,,,,,,,,,1,3,Dépendance,,0,,,,,,2.472934,48.804582
2020-07-28,Vente,443500,41,,RUE DES REMISES,94100,Saint-Maur-des-Fossés,94,18,,58,,,,,,,2,2,Appartement,81,3,,,,,,2.472934,48.804582
2020-08-04,Vente,701000,19,,AV DU MAL LYAUTEY,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,72,7,S,sols,,,398,2.487091,48.79148
2020-08-20,Vente,1080000,55,,AV CARNOT,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,140,0,S,sols,,,320,2.48746,48.799429
2020-08-20,Vente,1080000,53,B,AV CARNOT,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,282,6,S,sols,,,305,2.487472,48.799337
2020-08-21,Vente,480450,3,,AV PIERRE BROSSOLETTE,94100,Saint-Maur-des-Fossés,94,84,,,,,,,,,1,3,Dépendance,,0,,,,,,2.488125,48.80852
2020-08-21,Vente,480450,3,,AV PIERRE BROSSOLETTE,94100,Saint-Maur-des-Fossés,94,56,,80,82.08,,,,,,2,2,Appartement,60,3,,,,,,2.488125,48.80852
2020-08-21,Vente,480450,3,,AV PIERRE BROSSOLETTE,94100,Saint-Maur-des-Fossés,94,43,,,,,,,,,1,3,Dépendance,,0,,,,,,2.488125,48.80852
2020-08-06,Vente en l'état futur d'achèvement,246167,81,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,74,,,,,,,,,1,,,,,,,,,,2.472673,48.800779
2020-08-06,Vente en l'état futur d'achèvement,246167,81,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,32,,,,,,,,,1,,,,,,,,,,2.472673,48.800779
2020-08-06,Vente en l'état futur d'achèvement,246167,81,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,175,,,,,,,,,1,,,,,,,,,,2.472673,48.800779
2020-08-24,Vente,855000,61,,AV GUYNEMER,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,160,4,S,sols,,,406,2.483437,48.785881
2020-08-07,Vente en l'état futur d'achèvement,294000,81,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,36,,,,,,,,,1,,,,,,,,,,2.472673,48.800779
2020-08-07,Vente en l'état futur d'achèvement,294000,81,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,124,,,,,,,,,1,,,,,,,,,,2.472673,48.800779
2020-08-11,Vente en l'état futur d'achèvement,742000,21,,RUE ANDRE BOLLIER,94100,Saint-Maur-des-Fossés,94,86,,,,,,,,,1,3,Dépendance,,0,,,,,,2.475261,48.803952
2020-08-11,Vente en l'état futur d'achèvement,742000,21,,RUE ANDRE BOLLIER,94100,Saint-Maur-des-Fossés,94,26,,,,,,,,,1,2,Appartement,85,4,,,,,,2.475261,48.803952
2020-08-07,Vente en l'état futur d'achèvement,369250,81,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,46,,,,,,,,,1,,,,,,,,,,2.472673,48.800779
2020-08-07,Vente en l'état futur d'achèvement,369250,81,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,121,,,,,,,,,1,,,,,,,,,,2.472673,48.800779
2020-07-27,Vente,669900,23,,AV FRANCIS GARNIER,94210,Saint-Maur-des-Fossés,94,24,,30,,,,,,,2,2,Appartement,100,4,,,,,,2.508695,48.792511
2020-07-27,Vente,669900,23,,AV FRANCIS GARNIER,94210,Saint-Maur-des-Fossés,94,63,,,,,,,,,1,3,Dépendance,,0,,,,,,2.508695,48.792511
2020-08-24,Vente,1105600,6,,VLA DES LYS,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,193,5,S,sols,,,500,2.491911,48.796433
2020-08-24,Vente,1105600,6,,VLA DES LYS,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,193,5,AG,terrains d'agrément,,,302,2.491911,48.796433
2020-08-25,Vente,408000,87,,AV RASPAIL,94210,Saint-Maur-des-Fossés,94,11,62.62,,,,,,,,1,2,Appartement,68,3,,,,,,2.496398,48.786528
2020-08-25,Vente,408000,87,,AV RASPAIL,94210,Saint-Maur-des-Fossés,94,33,,,,,,,,,1,3,Dépendance,,0,,,,,,2.496398,48.786528
2020-08-25,Vente,366800,40,,RUE BOURDIGNON,94100,Saint-Maur-des-Fossés,94,40,,46,,62,64.46,,,,3,2,Appartement,65,3,,,,,,2.475432,48.802399
2020-08-25,Vente,366800,40,,RUE BOURDIGNON,94100,Saint-Maur-des-Fossés,94,124,,,,,,,,,1,3,Dépendance,,0,,,,,,2.475432,48.802399
2020-08-24,Vente,378046,83,,AV DU BAC,94210,Saint-Maur-des-Fossés,94,11,63.4,,,,,,,,1,2,Appartement,65,3,,,,,,2.515283,48.793512
2020-08-24,Vente,378046,83,,AV DU BAC,94210,Saint-Maur-des-Fossés,94,22,,,,,,,,,1,3,Dépendance,,0,,,,,,2.515283,48.793512
2020-08-21,Vente,350000,6,,RUE MARIGNAN,94210,Saint-Maur-des-Fossés,94,13,,3,,,,,,,2,2,Appartement,65,3,,,,,,2.513658,48.800698
2020-08-21,Vente,350000,6,,RUE MARIGNAN,94210,Saint-Maur-des-Fossés,94,26,,,,,,,,,1,3,Dépendance,,0,,,,,,2.513658,48.800698
2020-08-26,Vente,1420000,8,,RUE MADELEINE,94210,Saint-Maur-des-Fossés,94,1,280.37,,,,,,,,1,1,Maison,251,7,AG,terrains d'agrément,,,882,2.520274,48.794936
2020-08-26,Vente,1420000,8,,RUE MADELEINE,94210,Saint-Maur-des-Fossés,94,1,280.37,,,,,,,,1,1,Maison,251,7,S,sols,,,563,2.520274,48.794936
2020-08-18,Vente,530000,17,,RUE BARATTE CHOLET,94100,Saint-Maur-des-Fossés,94,1,162,,,,,,,,1,4,Local industriel. commercial ou assimilé,110,0,,,,,,2.486183,48.796287
2020-08-17,Vente,785000,36,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,119,6,S,sols,,,741,2.476274,48.798095
2020-08-24,Vente,992000,5,,AV PAUL DOUMER,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,133,8,S,sols,,,295,2.492343,48.802634
2020-08-28,Vente,325000,92,,AV FOCH,94100,Saint-Maur-des-Fossés,94,32,,68,66.34,,,,,,2,2,Appartement,66,3,,,,,,2.496654,48.799975
2020-08-28,Vente,325000,92,,AV FOCH,94100,Saint-Maur-des-Fossés,94,3,,,,,,,,,1,3,Dépendance,,0,,,,,,2.496654,48.799975
2020-08-04,Vente en l'état futur d'achèvement,312625,51,,AV GUYNEMER,94100,Saint-Maur-des-Fossés,94,114,,,,,,,,,1,,,,,,,,,,2.484306,48.786676
2020-08-04,Vente en l'état futur d'achèvement,312625,51,,AV GUYNEMER,94100,Saint-Maur-des-Fossés,94,16,,,,,,,,,1,,,,,,,,,,2.484306,48.786676
2020-08-04,Vente en l'état futur d'achèvement,312625,51,,AV GUYNEMER,94100,Saint-Maur-des-Fossés,94,72,,,,,,,,,1,,,,,,,,,,2.484306,48.786676
2020-08-25,Vente en l'état futur d'achèvement,300325,51,,AV GUYNEMER,94100,Saint-Maur-des-Fossés,94,108,,,,,,,,,1,,,,,,,,,,2.484306,48.786676
2020-08-25,Vente en l'état futur d'achèvement,300325,51,,AV GUYNEMER,94100,Saint-Maur-des-Fossés,94,14,,,,,,,,,1,,,,,,,,,,2.484306,48.786676
2020-08-04,Vente,955000,73,,AV BEAUREPAIRE,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,115,4,S,sols,,,1003,2.477811,48.788823
2020-08-28,Vente,775000,20,B,AV DE CHENNEVIERES,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,130,4,S,sols,,,470,2.517621,48.789013
2020-08-26,Vente,320000,5,,AV GABRIELLE,94100,Saint-Maur-des-Fossés,94,185,,,,,,,,,1,3,Dépendance,,0,,,,,,,
2020-08-26,Vente,320000,2,,AV LEOPOLD SEDAR SENGHOR,94100,Saint-Maur-des-Fossés,94,220,,48,51.24,,,,,,2,2,Appartement,51,2,,,,,,,
2020-08-31,Vente,344420,14,,AV EMILE ZOLA,94100,Saint-Maur-des-Fossés,94,103,,148,57.39,,,,,,2,2,Appartement,57,2,,,,,,2.483964,48.803958
2020-08-31,Vente,344420,12,,AV EMILE ZOLA,94100,Saint-Maur-des-Fossés,94,206,,,,,,,,,1,3,Dépendance,,0,,,,,,2.483964,48.803958
2020-08-28,Vente en l'état futur d'achèvement,251125,51,,AV GUYNEMER,94100,Saint-Maur-des-Fossés,94,70,,,,,,,,,1,,,,,,,,,,2.484306,48.786676
2020-08-28,Vente en l'état futur d'achèvement,251125,51,,AV GUYNEMER,94100,Saint-Maur-des-Fossés,94,18,,,,,,,,,1,,,,,,,,,,2.484306,48.786676
2020-08-28,Vente en l'état futur d'achèvement,251125,51,,AV GUYNEMER,94100,Saint-Maur-des-Fossés,94,109,,,,,,,,,1,,,,,,,,,,2.484306,48.786676
